Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2022-04-23,Hydra Pilferers,V-easy,No Notes,https://www.mountainproject.com/route/106131947/hydra-pilferers,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > More Water, Less Power Boulder",1.6,-1,Flash,Not Led,Boulder,Not Assigned,12.0,"More Water, Less Power Boulder",California
2022-04-10,Friendly Faces Everywhere,5.9,No Notes,https://www.mountainproject.com/route/105909009/friendly-faces-everywhere,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Armando's Stilletto / Rites of Spring,2.5,-1,TR,Not Led,Trad,Not Assigned,90.0,Armando's Stilletto / Rites of Spring,California
2022-04-10,Tiddlywinks,5.8,No Notes,https://www.mountainproject.com/route/120553207/tiddlywinks,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,2.0,-1,TR,Not Led,Sport,Not Assigned,80.0,Mustache Wall,California
2022-04-09,Becky Route,5.9+,No Notes,https://www.mountainproject.com/route/106808844/becky-route,1,California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,100.0,Mustache Wall,California
2022-04-04,Light Within,5.10c,No Notes,https://www.mountainproject.com/route/105907306/light-within,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Pub Wall,3.3,-1,TR,Not Led,Sport,Not Assigned,70.0,Pub Wall,California
2022-04-04,Abitafun,5.9,No Notes,https://www.mountainproject.com/route/105969567/abitafun,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Pub Wall,3.0,-1,TR,Not Led,Sport,Not Assigned,105.0,Pub Wall,California
2022-03-08,Unnamed  2,V0-,No Notes,https://www.mountainproject.com/route/107032780/unnamed-2,1,California > Sierra Eastside > Bishop Area > Buttermilk Country > Buttermilks Main > Sunshine Boulder,2.9,-1,Flash,Not Led,Boulder,Not Assigned,18.0,Sunshine Boulder,California
2022-02-27,Babushka,5.8,No falls ,https://www.mountainproject.com/route/105896621/babushka,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,80.0,Warm Up Wall,California
2022-02-26,Child of Light,5.9,No Notes,https://www.mountainproject.com/route/105897046/child-of-light,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.0,-1,TR,Not Led,Sport,Not Assigned,90.0,Great Wall of China,California
2022-02-26,String of Pearls,5.8,No falls ,https://www.mountainproject.com/route/109027777/string-of-pearls,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.6,-1,TR,Not Led,Sport,Not Assigned,80.0,Warm Up Wall,California
2022-02-26,Breaking Wind,5.7,No Notes,https://www.mountainproject.com/route/107609133/breaking-wind,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.4,-1,Lead,Redpoint,Sport,Not Assigned,75.0,Warm Up Wall,California
2022-01-31,Boom Chakalaka,5.10a,No Notes,https://www.mountainproject.com/route/120013429/boom-chakalaka,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Holy Trinity,3.4,4,TR,Not Led,Sport,Not Assigned,110.0,Holy Trinity,California
2022-01-31,Nice Jugs,5.9+,No Notes,https://www.mountainproject.com/route/105971528/nice-jugs,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven,3.0,-1,TR,Not Led,Sport,Not Assigned,90.0,Flavin Haven,California
2022-01-22,Rock The Spot,5.10b,No Notes,https://www.mountainproject.com/route/116200418/rock-the-spot,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamond Face,2.9,-1,TR,Not Led,Sport,Not Assigned,80.0,Diamond Face,California
2022-01-22,Edge Zeppelin,5.10a,No Notes,https://www.mountainproject.com/route/112528167/edge-zeppelin,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.2,-1,TR,Not Led,Sport,Not Assigned,50.0,Diamondback Area,California
2022-01-22,Finked,5.7,No Notes,https://www.mountainproject.com/route/112528173/finked,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.8,-1,TR,Not Led,Sport,Not Assigned,80.0,Diamondback Area,California
2022-01-22,Keeps Me Out of Rusty's (KMOOR),5.9,No Notes,https://www.mountainproject.com/route/112529488/keeps-me-out-of-rustys-kmoor,2,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamond Face,2.8,-1,TR,Not Led,Sport,Not Assigned,115.0,Diamond Face,California
2022-01-20,Strange Quotations,V0+,No Notes,https://www.mountainproject.com/route/106999123/strange-quotations,1,California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Tom Peter's Slab Area > Strange Boulder,2.7,-1,Send,Not Led,Boulder,Not Assigned,78.0,Strange Boulder,California
2022-01-08,Chukars Gonna Chuk,5.9,No Notes,https://www.mountainproject.com/route/118141284/chukars-gonna-chuk,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,1.8,-1,TR,Not Led,Sport,Not Assigned,60.0,Diamondback Area,California
2022-01-08,Chewy the Beaver,5.8+,No Notes,https://www.mountainproject.com/route/112528187/chewy-the-beaver,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area,2.5,-1,TR,Not Led,Sport,Not Assigned,105.0,Diamondback Area,California
2021-12-17,The Woodsman,5.9,No Notes,https://www.mountainproject.com/route/120094953/the-woodsman,2,Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Riding Hood Wall,2.8,-1,TR,Not Led,Sport,Not Assigned,220.0,Riding Hood Wall,Nevada
2021-12-17,Plumbers Crack (North side chimney),5.8 V0 R,No Notes,https://www.mountainproject.com/route/106617793/plumbers-crack-north-side-chimney,1,Nevada > Southern Nevada > Red Rock Boulders > 01-Calico Basin Boulders > Kraft Boulders > 03-Main Area > Plumber's Crack,3.7,-1,Send,Not Led,Boulder,Not Assigned,25.0,Plumber's Crack,Nevada
2021-12-11,String of Pearls,5.8,No Notes,https://www.mountainproject.com/route/109027777/string-of-pearls,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.6,-1,TR,Not Led,Sport,Not Assigned,80.0,Warm Up Wall,California
2021-12-11,Heart of the Sun,5.9,No Notes,https://www.mountainproject.com/route/105897050/heart-of-the-sun,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.1,-1,TR,Not Led,Sport,Not Assigned,90.0,Great Wall of China,California
2021-12-11,Babushka,5.8,No Notes,https://www.mountainproject.com/route/105896621/babushka,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,80.0,Warm Up Wall,California
2021-11-27,Shark's Fin Arete,5.7,No Notes,https://www.mountainproject.com/route/105876832/sharks-fin-arete,1,California > Sierra Eastside > Lone Pine Area > Alabama Hills > Alabama Hills North > The Shark's Fin,2.6,-1,Lead,Not Led,Sport,Not Assigned,78.0,The Shark's Fin,California
2021-11-27,Candy Man,5.7,No Notes,https://www.mountainproject.com/route/111875228/candy-man,1,California > Sierra Eastside > Lone Pine Area > Alabama Hills > Alabama Hills South > The Candy Store > Rock Candy Tower,1.8,-1,Lead,Not Led,Sport,Not Assigned,50.0,Rock Candy Tower,California
2021-11-08,China Doll,5.9-,No Notes,https://www.mountainproject.com/route/105957366/china-doll,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,2.3,-1,TR,Not Led,Sport,Not Assigned,100.0,Great Wall of China,California
2021-11-08,Wall Flower,5.9,No Notes,https://www.mountainproject.com/route/108613217/wall-flower,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.6,-1,TR,Not Led,Sport,Not Assigned,78.0,Warm Up Wall,California
2021-11-08,Welcome to the Gorge,5.9,No Notes,https://www.mountainproject.com/route/105891392/welcome-to-the-gorge,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.6,-1,TR,Not Led,Sport,Not Assigned,78.0,Warm Up Wall,California
2021-11-08,Yellow Peril,5.10c,No Notes,https://www.mountainproject.com/route/105897524/yellow-peril,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China,3.4,-1,TR,Not Led,Sport,Not Assigned,105.0,Great Wall of China,California
2021-11-05,Wedge-O,5.10b,No Notes,https://www.mountainproject.com/route/105896614/wedge-o,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.9,-1,TR,Not Led,Sport,Not Assigned,90.0,Banana Belt,California
2021-11-05,Nothern Lite,5.7,No Notes,https://www.mountainproject.com/route/105892872/nothern-lite,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.5,-1,TR,Not Led,Sport,Not Assigned,80.0,Banana Belt,California
2021-11-05,"wandering, but not lost",5.7,No Notes,https://www.mountainproject.com/route/114117015/wandering-but-not-lost,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt,2.4,-1,TR,Not Led,Sport,Not Assigned,100.0,Banana Belt,California
2021-10-31,Babushka,5.8,No Notes,https://www.mountainproject.com/route/105896621/babushka,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,80.0,Warm Up Wall,California
2021-10-31,High Seas,5.7,No Notes,https://www.mountainproject.com/route/105897513/high-seas,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.4,-1,Lead,Not Led,Sport,Not Assigned,75.0,Warm Up Wall,California
2021-10-31,Breaking Wind,5.7,No Notes,https://www.mountainproject.com/route/107609133/breaking-wind,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.4,-1,Lead,Flash,Sport,Not Assigned,75.0,Warm Up Wall,California
2021-10-31,Clip Jr.,5.6,No Notes,https://www.mountainproject.com/route/105891401/clip-jr,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall,2.2,-1,Lead,Not Led,Sport,Not Assigned,78.0,Warm Up Wall,California
2021-10-23,It's the Gaaazzz,5.8,No Notes,https://www.mountainproject.com/route/105907286/its-the-gaaazzz,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff,2.1,-1,TR,Not Led,Sport,Not Assigned,60.0,Triple Play Cliff,California
2021-10-23,[Redacted],5.10a,No Notes,https://www.mountainproject.com/route/106142383/redacted,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff,3.0,-1,TR,Not Led,Sport,Not Assigned,50.0,Triple Play Cliff,California
2021-10-23,Cat in the Hat,5.8,No Notes,https://www.mountainproject.com/route/106142374/cat-in-the-hat,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff,2.3,-1,TR,Not Led,Sport,Not Assigned,50.0,Triple Play Cliff,California
2021-10-23,Badassitude,5.8,No Notes,https://www.mountainproject.com/route/109006293/badassitude,1,California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff,3.1,-1,TR,Not Led,Sport,Not Assigned,100.0,Triple Play Cliff,California
2021-08-19,Closed For Lunch,5.9,No Notes,https://www.mountainproject.com/route/108439727/closed-for-lunch,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > The Dollar Store,2.7,-1,TR,Not Led,Sport,Not Assigned,60.0,The Dollar Store,California
2021-08-19,Push To Open,5.10a,No Notes,https://www.mountainproject.com/route/108284980/push-to-open,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > The Dollar Store,2.9,4,TR,Not Led,Sport,Not Assigned,60.0,The Dollar Store,California
2021-08-19,Price Check,5.8,No Notes,https://www.mountainproject.com/route/108286379/price-check,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > The Dollar Store,2.3,-1,TR,Not Led,Sport,Not Assigned,60.0,The Dollar Store,California
2021-08-19,Bushmaster,5.7+,No Notes,https://www.mountainproject.com/route/108286389/bushmaster,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > The Dollar Store,2.4,-1,TR,Not Led,Sport,Not Assigned,60.0,The Dollar Store,California
2021-07-19,Senior Citizens in Space,5.7+,No Notes,https://www.mountainproject.com/route/106057429/senior-citizens-in-space,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Private Idaho,3.7,4,TR,Not Led,"Trad, TR",Not Assigned,100.0,Private Idaho,Washington
2021-07-19,Wild Turkey,5.7,No Notes,https://www.mountainproject.com/route/111859955/wild-turkey,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Private Idaho,3.0,-1,TR,Not Led,"Trad, TR",Not Assigned,78.0,Private Idaho,Washington
2021-07-19,Hag Crack,5.6,No Notes,https://www.mountainproject.com/route/109395698/hag-crack,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Hag Crag,2.3,-1,TR,Not Led,"Trad, TR",Not Assigned,80.0,Hag Crag,Washington
2021-07-13,Mourning Star,5.8,No Notes,https://www.mountainproject.com/route/107690583/mourning-star,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,2.3,-1,TR,Not Led,Trad,Not Assigned,78.0,(c) The Country,Washington
2021-07-09,Behind the Tombstone,5.9,No Notes,https://www.mountainproject.com/route/117064979/behind-the-tombstone,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (a) Beetle Bailey Slab,2.6,-1,TR,Not Led,Sport,Not Assigned,50.0,(a) Beetle Bailey Slab,Washington
2021-07-09,Argentinosaurus,5.10c,No Notes,https://www.mountainproject.com/route/119443173/argentinosaurus,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (a) Beetle Bailey Slab,3.8,-1,TR,Not Led,Sport,Not Assigned,125.0,(a) Beetle Bailey Slab,Washington
2021-07-09,Smilodon Fatalis,5.8+,No Notes,https://www.mountainproject.com/route/119198566/smilodon-fatalis,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (a) Beetle Bailey Slab,3.0,-1,TR,Not Led,Sport,Not Assigned,70.0,(a) Beetle Bailey Slab,Washington
2021-07-08,Index Archeology,5.8+,No Notes,https://www.mountainproject.com/route/117065066/index-archeology,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (a) Beetle Bailey Slab,2.3,-1,Solo,Not Led,Trad,Not Assigned,60.0,(a) Beetle Bailey Slab,Washington
2021-07-08,Flying Salamanders (Short),5.7,No Notes,https://www.mountainproject.com/route/117824423/flying-salamanders-short,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (a) Beetle Bailey Slab,2.7,-1,TR,Not Led,Sport,Not Assigned,55.0,(a) Beetle Bailey Slab,Washington
2021-06-19,Mrs. Field's Follies,5.8,No Notes,https://www.mountainproject.com/route/106138609/mrs-fields-follies,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,3.4,-1,TR,Not Led,Sport,Not Assigned,95.0,01. Sandstonia,West Virginia
2021-06-19,Geisha Girl,5.8,No Notes,https://www.mountainproject.com/route/106138127/geisha-girl,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,3.1,-1,TR,Not Led,Sport,Not Assigned,95.0,01. Sandstonia,West Virginia
2021-06-15,Mrs. Field's Follies,5.8,Couldn’t pull over roof :( ,https://www.mountainproject.com/route/106138609/mrs-fields-follies,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,95.0,01. Sandstonia,West Virginia
2021-06-15,Fool Effect,5.9,No Notes,https://www.mountainproject.com/route/106046063/fool-effect,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,3.2,-1,TR,Not Led,Sport,Not Assigned,120.0,E) Kaymoor Slabs,West Virginia
2021-06-15,The Upheaval,5.9,No Notes,https://www.mountainproject.com/route/105963143/the-upheaval,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,3.0,-1,TR,Not Led,Sport,Not Assigned,85.0,E) Kaymoor Slabs,West Virginia
2021-06-15,With a Little Help from My Friends,5.10a,No Notes,https://www.mountainproject.com/route/106046077/with-a-little-help-from-my-friends,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,2.7,-1,TR,Not Led,Sport,Not Assigned,80.0,E) Kaymoor Slabs,West Virginia
2021-06-15,Totally-Clipse,5.8,No Notes,https://www.mountainproject.com/route/105963388/totally-clipse,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,2.3,-1,Lead,Onsight,Sport,Not Assigned,75.0,E) Kaymoor Slabs,West Virginia
2021-06-06,Flight of the Gumby,5.9+,No Notes,https://www.mountainproject.com/route/105944377/flight-of-the-gumby,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,3.5,4,TR,Not Led,Sport,Not Assigned,80.0,6. Butcher's Branch,West Virginia
2021-06-06,Rico Suave,5.10a,No Notes,https://www.mountainproject.com/route/105963848/rico-suave,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress,3.5,-1,TR,Not Led,Sport,Not Assigned,70.0,3. Rico Suave Buttress,West Virginia
2021-06-06,Springer,5.10b,No falls,https://www.mountainproject.com/route/105966922/springer,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,2.6,4,TR,Not Led,Sport,Not Assigned,75.0,6. Butcher's Branch,West Virginia
2021-06-05,Hippie Dreams,5.7,No Notes,https://www.mountainproject.com/route/105992273/hippie-dreams,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,75.0,Orange Oswald Wall,West Virginia
2021-06-05,The Hell With That,5.9,No Notes,https://www.mountainproject.com/route/106942184/the-hell-with-that,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.8,-1,TR,Not Led,Trad,Not Assigned,78.0,Orange Oswald Wall,West Virginia
2021-06-05,Sniff the Drill,5.8,No Notes,https://www.mountainproject.com/route/106139168/sniff-the-drill,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave,2.4,-1,TR,Not Led,Sport,Not Assigned,45.0,Narcissus Cave,West Virginia
2021-05-31,Fantasy,5.8,No Notes,https://www.mountainproject.com/route/106155521/fantasy,2,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > M) Fantasy Area,3.5,4,TR,Not Led,Trad,Not Assigned,120.0,M) Fantasy Area,West Virginia
